ID,ID_Tipo_de_impressora,Ultima_manutencao,Data_de_aquisicao,Disponibilidade,Em_uso,Possui_defeito
4864,Brother 8157dn,14/4/2024,14/10/2021,Sim,Não,Não
4865,Brother L5652dn,5/1/2024,20/1/2022,Não,Sim,Não
4866,Brother 8157dn,22/4/2024,2/3/2020,Sim,Não,Não
4867,HP 400M425dn,15/11/2024,28/5/2022,Sim,Não,Não
4868,Brother 8952dw,13/10/2024,12/5/2020,Sim,Não,Não
4869,Brother 7065dn,22/9/2024,11/1/2022,Sim,Não,Não
4870,HP M1212nf,4/4/2024,25/1/2021,Sim,Não,Não
4871,HP M1212nf,17/11/2024,22/12/2022,Sim,Não,Não
4872,Kyocera M2040dn,22/3/2024,2/1/2020,Sim,Não,Não
4873,Kyocera M2040dn,18/9/2024,8/9/2021,Sim,Não,Não
4874,HP 400M425dn,12/8/2024,14/12/2021,Sim,Não,Não
4875,HP P1606dn,19/1/2024,19/9/2022,Sim,Não,Não
4876,Kyocera M2040dn,11/6/2024,22/1/2020,Não,Sim,Não
4877,Kyocera M2040dn,27/12/2024,1/9/2022,Não,Sim,Não
4878,Brother L5652dn,7/3/2024,21/5/2020,Sim,Não,Não
4879,Brother 8952dw,18/6/2024,27/7/2022,Não,Não,Sim
4880,HP P2055dn,24/12/2024,24/1/2023,Sim,Não,Não
4881,HP Pro M127fn,27/12/2024,4/12/2020,Sim,Não,Não
4882,HP P1606dn,26/10/2024,7/6/2022,Sim,Não,Não
4883,HP 1015,19/4/2024,25/11/2020,Não,Não,Sim
4884,HP M1212nf,2/11/2024,19/2/2023,Sim,Não,Não
4885,Brother 7065dn,3/1/2024,25/3/2023,Sim,Não,Não
4886,Brother L5652dn,5/7/2024,24/2/2021,Sim,Não,Não
4887,Brother 7065dn,10/7/2024,9/4/2020,Sim,Não,Não
4888,Kyocera M2040dn,10/7/2024,3/11/2021,Sim,Não,Não
4889,HP P2055dn,17/5/2024,19/12/2023,Não,Sim,Não
4890,Brother 8157dn,25/8/2024,17/12/2023,Não,Sim,Não
4891,Brother 8952dw,19/12/2024,26/7/2022,Sim,Não,Não
4892,Brother 7065dn,10/1/2024,13/11/2023,Sim,Não,Não
4893,HP M1212nf,17/7/2024,16/4/2020,Não,Sim,Não
4894,HP Pro M201dw,26/7/2024,22/4/2020,Não,Não,Sim
4895,HP P1606dn,14/7/2024,24/4/2021,Não,Sim,Não
4896,Brother 8952dw,9/7/2024,27/1/2022,Sim,Não,Não
4897,Brother 8952dw,26/6/2024,22/6/2022,Não,Não,Sim
4898,Kyocera M2040dn,14/6/2024,9/6/2020,Sim,Não,Não
4899,HP P2055dn,23/3/2024,9/1/2023,Não,Sim,Sim
4900,Kyocera M2040dn,13/10/2024,16/8/2020,Não,Não,Sim
4901,HP 400M425dn,3/12/2024,9/10/2021,Sim,Não,Não
4902,HP MFP M225dw,11/3/2024,7/4/2021,Sim,Não,Não
4903,Brother 8157dn,12/12/2024,20/10/2021,Sim,Não,Não
4904,HP P2055dn,26/4/2024,21/5/2021,Sim,Não,Não
4905,HP P2055dn,18/7/2024,21/11/2022,Sim,Não,Não
4906,Brother 7065dn,6/6/2024,5/1/2020,Não,Não,Sim
4907,Kyocera M2040dn,4/2/2024,13/5/2020,Sim,Não,Não
4908,HP M1212nf,22/4/2024,13/7/2023,Não,Sim,Não
4909,HP MFP M225dw,22/7/2024,28/4/2022,Sim,Não,Não
4910,Kyocera M2040dn,20/1/2024,15/1/2023,Não,Sim,Não
4911,Brother L5652dn,23/10/2024,25/6/2023,Sim,Não,Não
4912,HP P2055dn,4/3/2024,10/9/2021,Não,Sim,Não
4913,HP M1212nf,1/9/2024,27/12/2022,Não,Sim,Não
4914,HP Pro M201dw,9/8/2024,25/11/2023,Sim,Não,Não
4915,Kyocera M2040dn,25/11/2024,4/10/2023,Sim,Não,Não
4916,HP M1212nf,2/12/2024,13/5/2020,Não,Não,Sim
4917,HP Pro M201dw,12/12/2024,17/11/2020,Sim,Não,Não
4918,HP 400M425dn,26/5/2024,20/12/2022,Não,Sim,Não
4919,HP P2055dn,18/7/2024,9/1/2020,Não,Não,Sim
4920,Brother 8157dn,21/10/2024,1/7/2020,Sim,Não,Não
4921,Brother 7065dn,9/4/2024,24/11/2020,Não,Não,Sim
4922,HP 400M425dn,5/9/2024,16/4/2023,Sim,Não,Não
4923,HP M1212nf,12/5/2024,7/8/2023,Não,Sim,Não
4924,HP P2055dn,20/3/2024,5/12/2022,Sim,Não,Não
4925,HP MFP M225dw,5/10/2024,26/12/2023,Sim,Não,Não
4926,Brother 8157dn,22/4/2024,5/10/2023,Sim,Não,Não
4927,HP P2055dn,28/7/2024,16/8/2021,Sim,Não,Não
4928,HP 1015,24/9/2024,26/10/2020,Sim,Não,Não
4929,Brother 8952dw,7/11/2024,10/4/2021,Sim,Não,Não
4930,HP 1015,3/4/2024,16/8/2022,Sim,Não,Não
4931,Brother L5652dn,10/1/2024,12/10/2022,Sim,Não,Não
4932,Brother 8952dw,15/11/2024,8/2/2021,Sim,Não,Não
4933,HP P1606dn,21/10/2024,1/4/2022,Sim,Não,Não
4934,Kyocera M2040dn,20/11/2024,17/11/2023,Não,Não,Sim
4935,Brother 8952dw,22/2/2024,12/6/2023,Sim,Não,Não
4936,Brother L5652dn,5/12/2024,11/2/2020,Sim,Não,Não
4937,HP 1015,9/10/2024,8/3/2021,Não,Sim,Não
4938,HP P1606dn,11/1/2024,27/5/2021,Sim,Não,Não
4939,HP P2055dn,16/12/2024,18/7/2020,Sim,Não,Não
4940,HP 1015,28/1/2024,4/10/2020,Não,Sim,Não
4941,Brother 8952dw,21/7/2024,17/6/2023,Não,Sim,Não
4942,Kyocera M2040dn,1/4/2024,21/8/2023,Não,Não,Sim
4943,HP Pro M127fn,26/12/2024,11/12/2020,Não,Não,Sim
4944,Brother 8157dn,25/12/2024,22/10/2021,Sim,Não,Não
4945,Brother 8157dn,4/12/2024,25/2/2021,Não,Não,Sim
4946,HP M1212nf,17/9/2024,12/5/2021,Sim,Não,Não
4947,HP M1212nf,14/10/2024,3/6/2022,Não,Sim,Não
4948,Brother L5652dn,5/7/2024,19/5/2020,Não,Sim,Não
4949,Brother 7065dn,2/8/2024,3/12/2021,Sim,Não,Não
4950,HP Pro M127fn,18/3/2024,18/4/2022,Não,Não,Sim
4951,Kyocera M2040dn,18/5/2024,13/7/2023,Sim,Não,Não
4952,Brother 8157dn,18/11/2024,21/4/2023,Sim,Não,Não
4953,HP P2055dn,25/5/2024,7/6/2022,Sim,Não,Não
4954,HP P2055dn,4/5/2024,15/10/2022,Não,Sim,Sim
4955,Brother L5652dn,14/8/2024,4/6/2021,Sim,Não,Não
4956,HP M1212nf,25/5/2024,24/8/2023,Sim,Não,Não
4957,Brother 8952dw,24/10/2024,3/12/2022,Não,Sim,Não
4958,HP Pro M127fn,15/3/2024,10/3/2022,Sim,Não,Não
4959,Brother 8952dw,19/12/2024,5/12/2022,Sim,Não,Não
4960,Brother 7065dn,16/6/2024,22/5/2021,Sim,Não,Não
4961,Brother 8157dn,1/7/2024,24/11/2021,Não,Sim,Não
4962,Brother 7065dn,5/3/2024,14/5/2021,Sim,Não,Não
4963,Brother 8157dn,2/3/2024,16/10/2021,Sim,Não,Não
4964,Brother 8952dw,11/4/2024,14/8/2021,Sim,Não,Não
4965,Brother 8157dn,1/8/2024,9/8/2021,Sim,Não,Não
4966,Brother 8157dn,2/8/2024,24/10/2023,Sim,Não,Não
4967,Kyocera M2040dn,2/1/2024,11/11/2020,Não,Sim,Não
4968,HP M1212nf,12/10/2024,12/3/2020,Sim,Não,Não
4969,HP M1212nf,7/3/2024,21/1/2022,Sim,Não,Não
4970,HP Pro M127fn,28/3/2024,12/8/2022,Sim,Não,Não
4971,HP M1212nf,23/10/2024,10/6/2020,Sim,Não,Não
4972,Brother 8157dn,18/3/2024,7/9/2022,Sim,Não,Não
4973,HP Pro M127fn,10/4/2024,8/3/2023,Sim,Não,Não
4974,HP MFP M225dw,28/12/2024,24/2/2020,Sim,Não,Não
4975,HP Pro M201dw,1/9/2024,27/9/2021,Sim,Não,Não
4976,Brother 8157dn,11/7/2024,26/7/2023,Sim,Não,Não
4977,HP M1212nf,14/10/2024,10/3/2021,Sim,Não,Não
4978,Brother 8952dw,17/1/2024,20/4/2021,Não,Sim,Sim
4979,HP P2055dn,13/9/2024,24/3/2020,Sim,Não,Não
4980,Brother 8952dw,3/8/2024,2/12/2020,Sim,Não,Não
4981,Brother 8952dw,14/3/2024,24/7/2022,Não,Sim,Não
4982,HP Pro M127fn,18/11/2024,5/4/2022,Sim,Não,Não
4983,HP P2055dn,11/1/2024,6/4/2023,Sim,Não,Não
4984,Brother L5652dn,4/11/2024,11/8/2023,Sim,Não,Não
4985,Brother 7065dn,6/6/2024,26/11/2022,Sim,Não,Não
4986,HP 400M425dn,19/6/2024,14/10/2023,Sim,Não,Não
4987,Brother 7065dn,5/2/2024,14/10/2022,Sim,Não,Não
4988,Brother 8952dw,1/6/2024,9/5/2021,Sim,Não,Não
4989,HP M1212nf,2/11/2024,11/3/2020,Sim,Não,Não
4990,Brother 8952dw,11/7/2024,26/7/2021,Não,Sim,Não
4991,HP MFP M225dw,2/12/2024,27/9/2021,Sim,Não,Não
4992,Kyocera M2040dn,23/9/2024,17/12/2022,Não,Sim,Sim
4993,HP P1606dn,3/1/2024,1/9/2020,Sim,Não,Não
4994,HP P1606dn,12/9/2024,6/1/2021,Sim,Não,Não
4995,HP P2055dn,7/10/2024,16/6/2020,Sim,Não,Não
4996,Brother 8157dn,14/6/2024,14/10/2023,Sim,Não,Não
4997,Brother 7065dn,13/6/2024,14/3/2022,Sim,Não,Não
4998,HP P1606dn,26/11/2024,8/5/2021,Não,Não,Sim
4999,HP P2055dn,28/6/2024,4/9/2023,Sim,Não,Não
5000,HP Pro M201dw,25/3/2024,21/6/2020,Não,Sim,Não
5001,HP P2055dn,5/1/2024,3/3/2021,Sim,Não,Não
5002,HP 1015,26/12/2024,18/6/2022,Sim,Não,Não
5003,HP 1015,18/8/2024,7/11/2021,Sim,Não,Não
5004,HP M1212nf,5/8/2024,13/5/2021,Sim,Não,Não
5005,Kyocera M2040dn,16/1/2024,2/7/2020,Sim,Não,Não
5006,HP 1015,1/7/2024,19/12/2020,Sim,Não,Não
5007,HP P2055dn,20/1/2024,21/12/2020,Não,Sim,Não
5008,HP P2055dn,8/11/2024,28/8/2022,Não,Sim,Sim
5009,HP P2055dn,1/6/2024,24/9/2022,Sim,Não,Não
5010,Brother 7065dn,16/9/2024,19/1/2020,Sim,Não,Não
5011,HP M1212nf,3/4/2024,9/10/2022,Sim,Não,Não
5012,Brother 8157dn,14/5/2024,4/12/2022,Sim,Não,Não
5013,Brother 8157dn,24/10/2024,3/4/2023,Sim,Não,Não
5014,Brother 8952dw,18/11/2024,21/2/2020,Sim,Não,Não
5015,Brother 7065dn,8/10/2024,3/1/2023,Sim,Não,Não
5016,HP P2055dn,13/6/2024,13/6/2020,Não,Sim,Não
5017,HP 1015,18/12/2024,26/8/2021,Sim,Não,Não
5018,Brother 8157dn,10/11/2024,23/3/2023,Sim,Não,Não
5019,Kyocera M2040dn,10/9/2024,15/10/2022,Não,Sim,Não
5020,Brother 8157dn,15/3/2024,27/8/2023,Sim,Não,Não
5021,HP M1212nf,18/12/2024,27/6/2021,Sim,Não,Não
5022,Kyocera M2040dn,14/5/2024,27/11/2020,Sim,Não,Não
5023,Kyocera M2040dn,10/9/2024,13/12/2023,Não,Sim,Não
5024,HP M1212nf,4/8/2024,28/5/2021,Sim,Não,Não
5025,Brother 7065dn,23/5/2024,5/9/2022,Sim,Não,Não
5026,HP M1212nf,10/8/2024,28/7/2021,Não,Sim,Não
5027,Kyocera M2040dn,2/7/2024,18/10/2020,Não,Sim,Não
5028,HP Pro M127fn,5/7/2024,23/8/2020,Sim,Não,Não
5029,HP MFP M225dw,4/10/2024,14/1/2022,Sim,Não,Não
5030,HP Pro M127fn,23/6/2024,12/12/2020,Sim,Não,Não
5031,HP 1015,18/1/2024,19/12/2020,Não,Sim,Não
5032,HP P2055dn,9/12/2024,6/1/2022,Sim,Não,Não
5033,HP M1212nf,4/7/2024,12/2/2023,Sim,Não,Não
5034,HP 1015,21/4/2024,12/5/2023,Sim,Não,Não
5035,HP MFP M225dw,19/10/2024,19/9/2023,Sim,Não,Não
5036,HP Pro M127fn,3/10/2024,16/9/2023,Sim,Não,Não
5037,HP Pro M201dw,14/9/2024,7/11/2020,Sim,Não,Não
5038,Brother 8157dn,23/2/2024,26/4/2020,Sim,Não,Não
5039,HP M1212nf,11/9/2024,27/8/2021,Sim,Não,Não
5040,Brother 8157dn,15/2/2024,3/8/2020,Não,Sim,Não
5041,HP P1606dn,9/9/2024,17/1/2021,Não,Não,Sim
5042,HP P2055dn,21/1/2024,14/7/2023,Sim,Não,Não
5043,HP Pro M127fn,18/5/2024,12/8/2023,Sim,Não,Não
5044,HP MFP M225dw,11/10/2024,8/7/2020,Não,Não,Sim
5045,Brother 8952dw,25/7/2024,19/4/2020,Não,Sim,Não
5046,HP 400M425dn,4/5/2024,5/11/2020,Sim,Não,Não
5047,Brother L5652dn,1/4/2024,8/5/2021,Sim,Não,Não
5048,Brother 8157dn,15/8/2024,15/3/2022,Não,Sim,Não
5049,Brother L5652dn,24/5/2024,24/3/2022,Não,Sim,Não
5050,HP M1212nf,11/10/2024,28/11/2023,Sim,Não,Não
5051,Brother 8952dw,19/3/2024,4/3/2022,Sim,Não,Não
5052,Brother L5652dn,1/10/2024,7/2/2022,Sim,Não,Não
5053,HP Pro M201dw,5/10/2024,11/6/2022,Sim,Não,Não
5054,HP M1212nf,18/1/2024,15/8/2022,Sim,Não,Não
5055,HP M1212nf,14/1/2024,22/5/2020,Não,Sim,Não
5056,HP M1212nf,4/4/2024,28/7/2023,Sim,Não,Não
5057,Brother 8952dw,6/6/2024,12/11/2022,Sim,Não,Não
5058,Brother 8952dw,10/7/2024,2/9/2020,Não,Sim,Não
5059,HP Pro M127fn,21/2/2024,20/7/2021,Sim,Não,Não
5060,HP 1015,14/9/2024,27/1/2022,Sim,Não,Não
5061,Brother 8157dn,27/11/2024,22/8/2020,Sim,Não,Não
5062,HP Pro M201dw,19/11/2024,21/2/2023,Sim,Não,Não
5063,Brother 8157dn,13/2/2024,9/12/2021,Sim,Não,Não
5064,HP MFP M225dw,21/11/2024,7/9/2021,Sim,Não,Não
5065,Brother 7065dn,1/1/2024,18/4/2023,Sim,Não,Não
5066,Brother L5652dn,12/3/2024,4/3/2023,Não,Sim,Não
5067,HP MFP M225dw,24/3/2024,24/5/2022,Sim,Não,Não
5068,HP Pro M201dw,22/6/2024,11/12/2021,Sim,Não,Não
5069,HP M1212nf,7/1/2024,24/7/2021,Sim,Não,Não
5070,HP 400M425dn,5/5/2024,12/10/2022,Não,Sim,Não
5071,HP Pro M127fn,5/12/2024,1/1/2022,Não,Sim,Não
5072,HP P2055dn,11/7/2024,10/9/2021,Sim,Não,Não
5073,Brother 7065dn,1/5/2024,19/5/2020,Sim,Não,Não
5074,HP P2055dn,20/3/2024,13/10/2020,Sim,Não,Não
5075,Brother L5652dn,12/4/2024,1/8/2022,Sim,Não,Não
5076,HP Pro M201dw,28/6/2024,11/9/2021,Sim,Não,Não
5077,HP M1212nf,12/6/2024,5/7/2020,Sim,Não,Não
5078,Brother L5652dn,26/3/2024,5/7/2022,Não,Sim,Não
5079,Kyocera M2040dn,25/4/2024,19/11/2021,Sim,Não,Não
5080,HP M1212nf,21/1/2024,2/1/2021,Não,Sim,Não
5081,HP Pro M127fn,27/11/2024,26/10/2023,Sim,Não,Não
5082,Brother L5652dn,28/11/2024,14/6/2021,Não,Sim,Não
5083,Brother 8157dn,21/10/2024,12/8/2022,Sim,Não,Não
5084,Brother 7065dn,2/6/2024,22/6/2023,Sim,Não,Não
5085,Kyocera M2040dn,10/7/2024,23/6/2020,Sim,Não,Não
5086,HP 1015,14/1/2024,15/11/2020,Não,Sim,Sim
5087,Kyocera M2040dn,8/1/2024,7/3/2020,Não,Sim,Não
5088,HP MFP M225dw,28/12/2024,7/11/2020,Não,Sim,Não
5089,Brother 8157dn,22/11/2024,23/1/2020,Sim,Não,Não
5090,Brother L5652dn,6/2/2024,15/8/2021,Sim,Não,Não
5091,HP P2055dn,6/7/2024,6/1/2022,Sim,Não,Não
5092,HP Pro M201dw,21/8/2024,10/6/2022,Não,Sim,Não
5093,HP P1606dn,7/5/2024,25/4/2023,Sim,Não,Não
5094,HP P2055dn,19/12/2024,24/5/2023,Sim,Não,Não
5095,Brother 7065dn,24/9/2024,23/10/2022,Não,Sim,Não
5096,HP MFP M225dw,7/6/2024,18/3/2022,Sim,Não,Não
5097,Kyocera M2040dn,10/2/2024,1/10/2023,Sim,Não,Não
5098,Brother 8157dn,4/10/2024,4/3/2021,Não,Sim,Não
5099,Kyocera M2040dn,18/11/2024,14/8/2020,Sim,Não,Não
5100,Kyocera M2040dn,26/6/2024,27/10/2022,Sim,Não,Não
5101,Brother L5652dn,4/7/2024,3/5/2020,Sim,Não,Não
5102,Brother 8157dn,12/2/2024,18/3/2022,Não,Sim,Não
5103,HP MFP M225dw,13/2/2024,3/8/2023,Sim,Não,Não
5104,HP Pro M127fn,12/11/2024,23/10/2022,Não,Não,Sim
5105,HP M1212nf,28/11/2024,6/11/2023,Sim,Não,Não
5106,Brother 7065dn,11/8/2024,5/12/2021,Sim,Não,Não
5107,Brother 8952dw,25/1/2024,11/9/2021,Não,Sim,Não
5108,HP MFP M225dw,24/4/2024,19/1/2022,Sim,Não,Não
5109,HP M1212nf,28/3/2024,18/8/2023,Sim,Não,Não
5110,Brother 7065dn,10/11/2024,22/12/2022,Não,Sim,Não
5111,Brother 7065dn,7/12/2024,21/2/2021,Não,Sim,Sim
5112,Brother 8157dn,22/1/2024,5/5/2021,Sim,Não,Não
5113,HP Pro M201dw,22/4/2024,16/7/2022,Não,Não,Sim
5114,HP P2055dn,9/12/2024,8/8/2023,Sim,Não,Não
5115,HP Pro M201dw,24/12/2024,12/12/2021,Não,Sim,Não
5116,HP Pro M201dw,28/7/2024,18/8/2022,Sim,Não,Não
5117,HP P2055dn,26/9/2024,3/11/2023,Não,Sim,Não
5118,HP P2055dn,9/11/2024,8/12/2020,Sim,Não,Não
5119,HP P1606dn,5/5/2024,9/1/2023,Sim,Não,Não
5120,HP M1212nf,8/1/2024,4/2/2023,Sim,Não,Não
5121,Kyocera M2040dn,6/3/2024,6/1/2020,Sim,Não,Não
5122,HP Pro M201dw,1/8/2024,18/2/2022,Sim,Não,Não
5123,HP Pro M127fn,2/3/2024,21/8/2023,Sim,Não,Não
5124,HP MFP M225dw,22/5/2024,28/10/2021,Sim,Não,Não
5125,Brother 7065dn,4/3/2024,4/3/2022,Sim,Não,Não
5126,Brother 7065dn,13/9/2024,17/7/2021,Sim,Não,Não
5127,HP P2055dn,1/11/2024,21/8/2020,Sim,Não,Não
5128,Brother L5652dn,19/2/2024,20/4/2023,Não,Não,Sim
5129,HP P2055dn,22/2/2024,2/10/2020,Sim,Não,Não
5130,Brother 8157dn,4/5/2024,2/11/2020,Não,Sim,Não
5131,Brother L5652dn,10/11/2024,17/11/2022,Não,Sim,Sim
5132,HP P2055dn,13/6/2024,22/10/2020,Sim,Não,Não
5133,HP 1015,28/1/2024,25/4/2020,Não,Não,Sim
5134,HP P2055dn,8/5/2024,4/4/2022,Não,Sim,Não
5135,HP MFP M225dw,23/12/2024,28/6/2022,Sim,Não,Não
5136,Brother 7065dn,24/1/2024,16/11/2020,Sim,Não,Não
5137,Brother 8157dn,25/11/2024,11/2/2020,Sim,Não,Não
5138,HP MFP M225dw,13/3/2024,26/7/2022,Não,Sim,Não
5139,HP Pro M127fn,1/4/2024,4/5/2021,Sim,Não,Não
5140,Brother L5652dn,8/6/2024,7/11/2022,Não,Sim,Não
5141,HP M1212nf,6/5/2024,4/5/2023,Não,Sim,Não
5142,Brother 7065dn,21/2/2024,11/2/2020,Não,Sim,Não
5143,Brother 8157dn,18/8/2024,10/1/2021,Sim,Não,Não
5144,Kyocera M2040dn,17/9/2024,27/11/2021,Sim,Não,Não
5145,HP P2055dn,16/6/2024,23/2/2020,Não,Não,Sim
5146,HP Pro M127fn,6/7/2024,4/9/2020,Sim,Não,Não
5147,HP 1015,13/6/2024,22/9/2022,Sim,Não,Não
5148,HP P2055dn,26/10/2024,26/6/2023,Sim,Não,Não
5149,Kyocera M2040dn,5/7/2024,3/9/2023,Não,Não,Sim
5150,HP 400M425dn,16/11/2024,27/2/2023,Sim,Não,Não
5151,HP M1212nf,7/4/2024,24/8/2023,Sim,Não,Não
5152,Kyocera M2040dn,11/2/2024,15/9/2023,Sim,Não,Não
5153,Kyocera M2040dn,24/4/2024,6/4/2022,Não,Sim,Não
5154,HP P2055dn,5/9/2024,6/7/2022,Sim,Não,Não
5155,Brother 7065dn,5/6/2024,26/8/2020,Sim,Não,Não
5156,HP P2055dn,12/1/2024,13/9/2020,Sim,Não,Não
5157,Brother 7065dn,22/1/2024,17/8/2023,Não,Sim,Sim
5158,HP MFP M225dw,4/10/2024,28/12/2022,Sim,Não,Não
5159,HP 1015,8/3/2024,18/4/2022,Sim,Não,Não
5160,Brother L5652dn,4/8/2024,1/5/2023,Não,Não,Sim
5161,HP Pro M127fn,2/12/2024,8/4/2023,Sim,Não,Não
5162,HP Pro M127fn,15/8/2024,24/9/2020,Sim,Não,Não
5163,HP P2055dn,13/6/2024,8/4/2023,Sim,Não,Não
5164,HP P1606dn,10/8/2024,20/5/2020,Não,Sim,Não
5165,Brother 7065dn,14/1/2024,5/4/2020,Sim,Não,Não
5166,HP M1212nf,15/4/2024,20/1/2023,Sim,Não,Não
5167,Brother 8952dw,23/11/2024,15/9/2023,Não,Sim,Não
5168,HP P1606dn,3/8/2024,23/10/2022,Não,Não,Sim
5169,Brother 8157dn,28/11/2024,23/11/2023,Sim,Não,Não
5170,HP P1606dn,17/5/2024,26/5/2023,Sim,Não,Não
5171,HP M1212nf,11/11/2024,8/12/2020,Sim,Não,Não
5172,HP 1015,6/6/2024,1/8/2022,Sim,Não,Não
5173,HP 400M425dn,19/6/2024,5/7/2022,Sim,Não,Não
5174,HP Pro M127fn,22/12/2024,16/1/2021,Sim,Não,Não
5175,Brother 7065dn,19/7/2024,20/12/2020,Sim,Não,Não
5176,HP Pro M201dw,20/9/2024,25/3/2022,Sim,Não,Não
5177,HP P2055dn,21/8/2024,19/12/2022,Não,Sim,Não
5178,HP P2055dn,4/2/2024,28/6/2020,Sim,Não,Não
5179,HP P2055dn,13/4/2024,5/8/2020,Sim,Não,Não
5180,Brother 7065dn,11/1/2024,25/3/2023,Sim,Não,Não
5181,Brother 8952dw,16/2/2024,23/4/2022,Sim,Não,Não
5182,HP Pro M201dw,16/6/2024,14/8/2023,Sim,Não,Não
5183,HP P2055dn,22/12/2024,15/5/2020,Sim,Não,Não
5184,Brother 8157dn,17/1/2024,15/5/2022,Sim,Não,Não
5185,HP M1212nf,20/1/2024,18/8/2022,Sim,Não,Não
5186,HP 1015,14/1/2024,2/9/2021,Sim,Não,Não
5187,HP M1212nf,18/10/2024,12/11/2022,Sim,Não,Não
5188,HP P2055dn,10/8/2024,26/8/2023,Sim,Não,Não
5189,HP P2055dn,4/2/2024,14/9/2022,Sim,Não,Não
5190,HP MFP M225dw,16/1/2024,14/8/2022,Sim,Não,Não
5191,Brother 7065dn,12/11/2024,3/3/2020,Sim,Não,Não
5192,Kyocera M2040dn,10/11/2024,21/12/2023,Sim,Não,Não
5193,HP P2055dn,8/6/2024,5/2/2020,Sim,Não,Não
5194,HP Pro M201dw,22/5/2024,28/11/2023,Sim,Não,Não
5195,Brother 8952dw,4/5/2024,24/8/2021,Sim,Não,Não
5196,Brother 8157dn,24/4/2024,16/11/2021,Sim,Não,Não
5197,Brother 8952dw,11/11/2024,2/4/2020,Sim,Não,Não
5198,Brother 8952dw,3/11/2024,14/10/2023,Sim,Não,Não
5199,HP M1212nf,2/1/2024,25/11/2023,Sim,Não,Não
5200,Brother 8157dn,11/11/2024,14/5/2022,Sim,Não,Não
5201,HP Pro M127fn,14/9/2024,3/1/2021,Sim,Não,Não
5202,HP Pro M201dw,23/5/2024,14/8/2023,Sim,Não,Não
5203,Brother 7065dn,9/5/2024,8/5/2023,Não,Sim,Sim
5204,Brother 7065dn,10/11/2024,1/1/2022,Sim,Não,Não
5205,HP M1212nf,26/1/2024,5/5/2022,Sim,Não,Não
5206,Brother 7065dn,17/11/2024,26/12/2021,Não,Sim,Não
5207,HP M1212nf,26/3/2024,13/4/2020,Sim,Não,Não
5208,HP M1212nf,1/12/2024,24/6/2022,Sim,Não,Não
5209,HP Pro M127fn,22/6/2024,14/1/2022,Não,Sim,Não
5210,HP 400M425dn,27/11/2024,24/9/2023,Sim,Não,Não
5211,HP P2055dn,14/12/2024,2/7/2022,Sim,Não,Não
5212,Kyocera M2040dn,12/5/2024,8/6/2023,Sim,Não,Não
5213,HP P2055dn,28/5/2024,7/12/2021,Sim,Não,Não
5214,HP M1212nf,26/11/2024,19/5/2023,Sim,Não,Não
5215,HP 400M425dn,9/10/2024,21/4/2023,Não,Sim,Não
5216,HP M1212nf,12/11/2024,5/10/2021,Não,Sim,Não
5217,HP 1015,19/4/2024,6/7/2021,Sim,Não,Não
5218,Brother 8157dn,25/7/2024,24/5/2022,Sim,Não,Não
5219,HP M1212nf,15/5/2024,16/1/2022,Sim,Não,Não
5220,HP 1015,8/8/2024,4/4/2022,Não,Sim,Não
5221,Brother L5652dn,2/3/2024,5/3/2022,Sim,Não,Não
5222,Brother L5652dn,14/9/2024,4/11/2021,Sim,Não,Não
5223,HP 1015,5/11/2024,15/3/2020,Não,Sim,Não
5224,Kyocera M2040dn,16/10/2024,25/9/2023,Não,Sim,Não
5225,Brother L5652dn,3/7/2024,23/4/2020,Sim,Não,Não
5226,HP M1212nf,19/12/2024,6/9/2023,Não,Sim,Não
5227,Brother 8157dn,5/2/2024,28/6/2021,Sim,Não,Não
5228,HP Pro M201dw,18/3/2024,4/1/2022,Sim,Não,Não
5229,HP P1606dn,14/11/2024,6/7/2023,Sim,Não,Não
5230,Brother L5652dn,8/4/2024,14/2/2021,Sim,Não,Não
5231,Brother 7065dn,13/10/2024,5/6/2023,Sim,Não,Não
5232,Brother 8157dn,4/11/2024,16/3/2021,Sim,Não,Não
5233,Brother L5652dn,21/3/2024,26/4/2020,Não,Sim,Não
5234,Brother L5652dn,3/8/2024,25/12/2022,Sim,Não,Não
5235,HP Pro M127fn,2/9/2024,4/5/2022,Sim,Não,Não
5236,HP M1212nf,8/8/2024,17/4/2023,Sim,Não,Não
5237,Brother 7065dn,15/5/2024,6/10/2020,Sim,Não,Não
5238,Brother 7065dn,4/7/2024,11/5/2022,Sim,Não,Não
5239,HP M1212nf,22/12/2024,20/11/2020,Sim,Não,Não
5240,Brother 7065dn,5/10/2024,25/5/2022,Sim,Não,Não
5241,HP P2055dn,13/8/2024,22/8/2020,Sim,Não,Não
5242,HP M1212nf,28/6/2024,14/5/2020,Sim,Não,Não
5243,HP M1212nf,28/11/2024,2/10/2020,Sim,Não,Não
5244,Brother L5652dn,22/11/2024,13/3/2023,Sim,Não,Não
5245,Brother L5652dn,6/12/2024,18/1/2023,Não,Sim,Não
5246,Kyocera M2040dn,16/11/2024,3/7/2022,Sim,Não,Não
5247,Kyocera M2040dn,3/9/2024,9/10/2023,Sim,Não,Não
5248,HP 400M425dn,10/12/2024,21/3/2022,Sim,Não,Não
5249,HP Pro M127fn,9/8/2024,21/5/2023,Não,Sim,Sim
5250,Kyocera M2040dn,18/12/2024,8/4/2023,Sim,Não,Não
5251,HP M1212nf,26/8/2024,10/7/2021,Sim,Não,Não
